Command,Type,SeqNum,Preamble,TrackStatus,TimeDate,ElapsedTime,LapsToGo,TimeToGo
H,New,26747,R.I,Green,5/26/2019 1:00:16 PM,00:11:22.7004000,190,00:00:00
H,New,26748,R.I,Green,5/26/2019 1:00:17 PM,00:11:23.6854000,190,00:00:00
H,New,26749,R.I,Green,5/26/2019 1:00:18 PM,00:11:24.6694000,190,00:00:00
H,New,26750,R.I,Green,5/26/2019 1:00:19 PM,00:11:25.6534000,190,00:00:00
H,New,26751,R.I,Green,5/26/2019 1:00:20 PM,00:11:26.6384000,190,00:00:00
H,New,26752,R.I,Green,5/26/2019 1:00:21 PM,00:11:27.6224000,190,00:00:00
H,New,26753,R.I,Green,5/26/2019 1:00:22 PM,00:11:28.6064000,190,00:00:00
H,New,26754,R.I,Green,5/26/2019 1:00:23 PM,00:11:29.5914000,190,00:00:00
H,New,26755,R.I,Green,5/26/2019 1:00:24 PM,00:11:30.5754000,190,00:00:00
H,New,26756,R.I,Green,5/26/2019 1:00:25 PM,00:11:31.5604000,190,00:00:00
H,New,26757,R.I,Green,5/26/2019 1:00:26 PM,00:11:32.5444000,190,00:00:00
H,New,26758,R.I,Green,5/26/2019 1:00:27 PM,00:11:33.5284000,189,00:00:00
H,New,26759,R.I,Green,5/26/2019 1:00:28 PM,00:11:34.5284000,189,00:00:00
H,New,26760,R.I,Green,5/26/2019 1:00:29 PM,00:11:35.4974000,189,00:00:00
H,New,26761,R.I,Green,5/26/2019 1:00:30 PM,00:11:36.4814000,189,00:00:00
H,New,26762,R.I,Green,5/26/2019 1:00:31 PM,00:11:37.7944000,189,00:00:00
H,New,26763,R.I,Green,5/26/2019 1:00:32 PM,00:11:38.7784000,189,00:00:00
H,New,26764,R.I,Green,5/26/2019 1:00:33 PM,00:11:39.7634000,189,00:00:00
H,New,26765,R.I,Green,5/26/2019 1:00:34 PM,00:11:40.7474000,189,00:00:00
H,New,26766,R.I,Green,5/26/2019 1:00:35 PM,00:11:41.7314000,189,00:00:00
H,New,26767,R.I,Green,5/26/2019 1:00:36 PM,00:11:42.7164000,189,00:00:00
H,New,26768,R.I,Green,5/26/2019 1:00:37 PM,00:11:43.7004000,189,00:00:00
H,New,26769,R.I,Green,5/26/2019 1:00:38 PM,00:11:44.6854000,189,00:00:00
H,New,26770,R.I,Green,5/26/2019 1:00:39 PM,00:11:45.6694000,189,00:00:00
H,New,26771,R.I,Green,5/26/2019 1:00:40 PM,00:11:46.6534000,189,00:00:00
H,New,26772,R.I,Green,5/26/2019 1:00:41 PM,00:11:47.6384000,189,00:00:00
H,New,26773,R.I,Green,5/26/2019 1:00:42 PM,00:11:48.6224000,189,00:00:00
H,New,26774,R.I,Green,5/26/2019 1:00:43 PM,00:11:49.6064000,189,00:00:00
H,New,26775,R.I,Green,5/26/2019 1:00:44 PM,00:11:50.5914000,189,00:00:00
H,New,26776,R.I,Green,5/26/2019 1:00:45 PM,00:11:51.5754000,189,00:00:00
H,New,26777,R.I,Green,5/26/2019 1:00:46 PM,00:11:52.5604000,189,00:00:00
H,New,26778,R.I,Green,5/26/2019 1:00:47 PM,00:11:53.5444000,189,00:00:00
H,New,26779,R.I,Green,5/26/2019 1:00:48 PM,00:11:54.5284000,189,00:00:00
H,New,26780,R.I,Green,5/26/2019 1:00:49 PM,00:11:55.5134000,189,00:00:00
H,New,26781,R.I,Green,5/26/2019 1:00:50 PM,00:11:56.4974000,189,00:00:00
H,New,26782,R.I,Green,5/26/2019 1:00:51 PM,00:11:57.4814000,189,00:00:00
H,New,26783,R.I,Green,5/26/2019 1:00:52 PM,00:11:58.7944000,189,00:00:00
H,New,26784,R.I,Green,5/26/2019 1:00:53 PM,00:11:59.7784000,189,00:00:00
H,New,26785,R.I,Green,5/26/2019 1:00:54 PM,00:12:00.7634000,189,00:00:00
H,New,26786,R.I,Green,5/26/2019 1:00:55 PM,00:12:01.7474000,189,00:00:00
H,New,26787,R.I,Green,5/26/2019 1:00:56 PM,00:12:02.7314000,189,00:00:00
H,New,26788,R.I,Green,5/26/2019 1:00:57 PM,00:12:03.7164000,189,00:00:00
H,New,26789,R.I,Green,5/26/2019 1:00:58 PM,00:12:04.7004000,189,00:00:00
H,New,26790,R.I,Green,5/26/2019 1:00:59 PM,00:12:05.6854000,189,00:00:00
H,New,26791,R.I,Green,5/26/2019 1:01:00 PM,00:12:06.6585000,189,00:00:00
H,New,26792,R.I,Green,5/26/2019 1:01:01 PM,00:12:07.6425000,189,00:00:00
H,New,26793,R.I,Green,5/26/2019 1:01:02 PM,00:12:08.6275000,189,00:00:00
H,New,26794,R.I,Green,5/26/2019 1:01:03 PM,00:12:09.6115000,189,00:00:00
H,New,26795,R.I,Green,5/26/2019 1:01:04 PM,00:12:10.5955000,189,00:00:00
H,New,26796,R.I,Green,5/26/2019 1:01:05 PM,00:12:11.5805000,189,00:00:00
H,New,26797,R.I,Green,5/26/2019 1:01:06 PM,00:12:12.5645000,189,00:00:00
H,New,26798,R.I,Green,5/26/2019 1:01:07 PM,00:12:13.5495000,189,00:00:00
H,New,26799,R.I,Green,5/26/2019 1:01:08 PM,00:12:14.5335000,188,00:00:00
H,New,26800,R.I,Green,5/26/2019 1:01:09 PM,00:12:15.5175000,188,00:00:00
H,New,26801,R.I,Green,5/26/2019 1:01:10 PM,00:12:16.5025000,188,00:00:00
H,New,26802,R.I,Green,5/26/2019 1:01:11 PM,00:12:17.4865000,188,00:00:00
H,New,26803,R.I,Green,5/26/2019 1:01:12 PM,00:12:18.7995000,188,00:00:00
H,New,26804,R.I,Green,5/26/2019 1:01:13 PM,00:12:19.7835000,188,00:00:00
H,New,26805,R.I,Green,5/26/2019 1:01:14 PM,00:12:20.7675000,188,00:00:00
H,New,26806,R.I,Green,5/26/2019 1:01:15 PM,00:12:21.7525000,188,00:00:00
H,New,26807,R.I,Green,5/26/2019 1:01:16 PM,00:12:22.7365000,188,00:00:00
H,New,26808,R.I,Green,5/26/2019 1:01:17 PM,00:12:23.7205000,188,00:00:00
H,New,26809,R.I,Green,5/26/2019 1:01:18 PM,00:12:24.7055000,188,00:00:00
H,New,26810,R.I,Green,5/26/2019 1:01:19 PM,00:12:25.6895000,188,00:00:00
H,New,26811,R.I,Green,5/26/2019 1:01:20 PM,00:12:26.6745000,188,00:00:00
H,New,26812,R.I,Green,5/26/2019 1:01:21 PM,00:12:27.6585000,188,00:00:00
H,New,26813,R.I,Green,5/26/2019 1:01:22 PM,00:12:28.6425000,188,00:00:00
H,New,26814,R.I,Green,5/26/2019 1:01:23 PM,00:12:29.6275000,188,00:00:00
H,New,26815,R.I,Green,5/26/2019 1:01:24 PM,00:12:30.6115000,188,00:00:00
H,New,26816,R.I,Green,5/26/2019 1:01:25 PM,00:12:31.6115000,188,00:00:00
H,New,26817,R.I,Green,5/26/2019 1:01:26 PM,00:12:32.5805000,188,00:00:00
H,New,26818,R.I,Green,5/26/2019 1:01:27 PM,00:12:33.5645000,188,00:00:00
H,New,26819,R.I,Green,5/26/2019 1:01:28 PM,00:12:34.5495000,188,00:00:00
H,New,26820,R.I,Green,5/26/2019 1:01:29 PM,00:12:35.5335000,188,00:00:00
H,New,26821,R.I,Green,5/26/2019 1:01:30 PM,00:12:36.5175000,188,00:00:00
H,New,26822,R.I,Green,5/26/2019 1:01:31 PM,00:12:37.5025000,188,00:00:00
H,New,26823,R.I,Green,5/26/2019 1:01:32 PM,00:12:38.4865000,188,00:00:00
H,New,26824,R.I,Green,5/26/2019 1:01:33 PM,00:12:39.7995000,188,00:00:00
H,New,26825,R.I,Green,5/26/2019 1:01:34 PM,00:12:40.7835000,188,00:00:00
H,New,26826,R.I,Green,5/26/2019 1:01:35 PM,00:12:41.7675000,188,00:00:00
H,New,26827,R.I,Green,5/26/2019 1:01:36 PM,00:12:42.7525000,188,00:00:00
H,New,26828,R.I,Green,5/26/2019 1:01:37 PM,00:12:43.7365000,188,00:00:00
H,New,26829,R.I,Green,5/26/2019 1:01:38 PM,00:12:44.7205000,188,00:00:00
H,New,26830,R.I,Green,5/26/2019 1:01:39 PM,00:12:45.7055000,188,00:00:00
H,New,26831,R.I,Green,5/26/2019 1:01:40 PM,00:12:46.6895000,188,00:00:00
H,New,26832,R.I,Green,5/26/2019 1:01:41 PM,00:12:47.6745000,188,00:00:00
H,New,26833,R.I,Green,5/26/2019 1:01:42 PM,00:12:48.6585000,188,00:00:00
H,New,26834,R.I,Green,5/26/2019 1:01:43 PM,00:12:49.6425000,188,00:00:00
H,New,26835,R.I,Green,5/26/2019 1:01:44 PM,00:12:50.6275000,188,00:00:00
H,New,26836,R.I,Green,5/26/2019 1:01:45 PM,00:12:51.6115000,188,00:00:00
H,New,26837,R.I,Green,5/26/2019 1:01:46 PM,00:12:52.5955000,188,00:00:00
H,New,26838,R.I,Green,5/26/2019 1:01:47 PM,00:12:53.5805000,188,00:00:00
H,New,26839,R.I,Green,5/26/2019 1:01:48 PM,00:12:54.5645000,188,00:00:00
H,New,26840,R.I,Green,5/26/2019 1:01:49 PM,00:12:55.5495000,187,00:00:00
H,New,26841,R.I,Green,5/26/2019 1:01:50 PM,00:12:56.5335000,187,00:00:00
H,New,26842,R.I,Green,5/26/2019 1:01:51 PM,00:12:57.5175000,187,00:00:00
H,New,26843,R.I,Green,5/26/2019 1:01:52 PM,00:12:58.5025000,187,00:00:00
H,New,26844,R.I,Green,5/26/2019 1:01:53 PM,00:12:59.4865000,187,00:00:00
H,New,26845,R.I,Green,5/26/2019 1:01:54 PM,00:13:00.7995000,187,00:00:00
H,New,26846,R.I,Green,5/26/2019 1:01:55 PM,00:13:01.7835000,187,00:00:00
H,New,26847,R.I,Green,5/26/2019 1:01:56 PM,00:13:02.7675000,187,00:00:00
H,New,26848,R.I,Green,5/26/2019 1:01:57 PM,00:13:03.7525000,187,00:00:00
H,New,26849,R.I,Green,5/26/2019 1:01:58 PM,00:13:04.7365000,187,00:00:00
H,New,26850,R.I,Green,5/26/2019 1:01:59 PM,00:13:05.7205000,187,00:00:00
H,New,26851,R.I,Green,5/26/2019 1:02:00 PM,00:13:06.7055000,187,00:00:00
H,New,26852,R.I,Green,5/26/2019 1:02:01 PM,00:13:07.6895000,187,00:00:00
H,New,26853,R.I,Green,5/26/2019 1:02:02 PM,00:13:08.6745000,187,00:00:00
H,New,26854,R.I,Green,5/26/2019 1:02:03 PM,00:13:09.6585000,187,00:00:00
H,New,26855,R.I,Green,5/26/2019 1:02:04 PM,00:13:10.6425000,187,00:00:00
H,New,26856,R.I,Green,5/26/2019 1:02:05 PM,00:13:11.6275000,187,00:00:00
H,New,26857,R.I,Green,5/26/2019 1:02:06 PM,00:13:12.6150000,187,00:00:00
H,New,26858,R.I,Green,5/26/2019 1:02:07 PM,00:13:13.5990000,187,00:00:00
H,New,26859,R.I,Green,5/26/2019 1:02:08 PM,00:13:14.5840000,187,00:00:00
H,New,26860,R.I,Green,5/26/2019 1:02:09 PM,00:13:15.5680000,187,00:00:00
H,New,26861,R.I,Green,5/26/2019 1:02:10 PM,00:13:16.5530000,187,00:00:00
H,New,26862,R.I,Green,5/26/2019 1:02:11 PM,00:13:17.5370000,187,00:00:00
H,New,26863,R.I,Green,5/26/2019 1:02:12 PM,00:13:18.5210000,187,00:00:00
H,New,26864,R.I,Green,5/26/2019 1:02:13 PM,00:13:19.5060000,187,00:00:00
H,New,26865,R.I,Green,5/26/2019 1:02:14 PM,00:13:20.4900000,187,00:00:00
H,New,26866,R.I,Green,5/26/2019 1:02:15 PM,00:13:21.8030000,187,00:00:00
H,New,26867,R.I,Green,5/26/2019 1:02:16 PM,00:13:22.7870000,187,00:00:00
H,New,26868,R.I,Green,5/26/2019 1:02:17 PM,00:13:23.7710000,187,00:00:00
H,New,26869,R.I,Green,5/26/2019 1:02:18 PM,00:13:24.7560000,187,00:00:00
H,New,26870,R.I,Green,5/26/2019 1:02:19 PM,00:13:25.7400000,187,00:00:00
H,New,26871,R.I,Green,5/26/2019 1:02:20 PM,00:13:26.7240000,187,00:00:00
H,New,26872,R.I,Green,5/26/2019 1:02:21 PM,00:13:27.7090000,187,00:00:00
H,New,26873,R.I,Green,5/26/2019 1:02:22 PM,00:13:28.6930000,187,00:00:00
H,New,26874,R.I,Green,5/26/2019 1:02:23 PM,00:13:29.6780000,187,00:00:00
H,New,26875,R.I,Green,5/26/2019 1:02:24 PM,00:13:30.6620000,187,00:00:00
H,New,26876,R.I,Green,5/26/2019 1:02:25 PM,00:13:31.6460000,187,00:00:00
H,New,26877,R.I,Green,5/26/2019 1:02:26 PM,00:13:32.6310000,187,00:00:00
H,New,26878,R.I,Green,5/26/2019 1:02:27 PM,00:13:33.6150000,187,00:00:00
H,New,26879,R.I,Green,5/26/2019 1:02:28 PM,00:13:34.6150000,187,00:00:00
H,New,26880,R.I,Green,5/26/2019 1:02:29 PM,00:13:35.5840000,187,00:00:00
H,New,26881,R.I,Green,5/26/2019 1:02:30 PM,00:13:36.5680000,186,00:00:00
H,New,26882,R.I,Green,5/26/2019 1:02:31 PM,00:13:37.5530000,186,00:00:00
H,New,26883,R.I,Green,5/26/2019 1:02:32 PM,00:13:38.5370000,186,00:00:00
H,New,26884,R.I,Green,5/26/2019 1:02:33 PM,00:13:39.5210000,186,00:00:00
H,New,26885,R.I,Green,5/26/2019 1:02:34 PM,00:13:40.5060000,186,00:00:00
H,New,26886,R.I,Green,5/26/2019 1:02:35 PM,00:13:41.4900000,186,00:00:00
H,New,26887,R.I,Green,5/26/2019 1:02:36 PM,00:13:42.8030000,186,00:00:00
H,New,26888,R.I,Green,5/26/2019 1:02:37 PM,00:13:43.7870000,186,00:00:00
H,New,26889,R.I,Green,5/26/2019 1:02:38 PM,00:13:44.7710000,186,00:00:00
H,New,26890,R.I,Green,5/26/2019 1:02:39 PM,00:13:45.7560000,186,00:00:00
H,New,26891,R.I,Green,5/26/2019 1:02:40 PM,00:13:46.7400000,186,00:00:00
H,New,26892,R.I,Green,5/26/2019 1:02:41 PM,00:13:47.7240000,186,00:00:00
H,New,26893,R.I,Green,5/26/2019 1:02:42 PM,00:13:48.7090000,186,00:00:00
H,New,26894,R.I,Green,5/26/2019 1:02:43 PM,00:13:49.6930000,186,00:00:00
H,New,26895,R.I,Green,5/26/2019 1:02:44 PM,00:13:50.6780000,186,00:00:00
H,New,26896,R.I,Green,5/26/2019 1:02:45 PM,00:13:51.6620000,186,00:00:00
H,New,26897,R.I,Green,5/26/2019 1:02:46 PM,00:13:52.6460000,186,00:00:00
H,New,26898,R.I,Green,5/26/2019 1:02:47 PM,00:13:53.6310000,186,00:00:00
H,New,26899,R.I,Green,5/26/2019 1:02:48 PM,00:13:54.6150000,186,00:00:00
H,New,26900,R.I,Green,5/26/2019 1:02:49 PM,00:13:55.5990000,186,00:00:00
H,New,26901,R.I,Green,5/26/2019 1:02:50 PM,00:13:56.5840000,186,00:00:00
H,New,26902,R.I,Green,5/26/2019 1:02:51 PM,00:13:57.5680000,186,00:00:00
H,New,26903,R.I,Green,5/26/2019 1:02:52 PM,00:13:58.5530000,186,00:00:00
H,New,26904,R.I,Green,5/26/2019 1:02:53 PM,00:13:59.5370000,186,00:00:00
H,New,26905,R.I,Green,5/26/2019 1:02:54 PM,00:14:00.5210000,186,00:00:00
H,New,26906,R.I,Green,5/26/2019 1:02:55 PM,00:14:01.5060000,186,00:00:00
H,New,26907,R.I,Green,5/26/2019 1:02:56 PM,00:14:02.4900000,186,00:00:00
H,New,26908,R.I,Green,5/26/2019 1:02:57 PM,00:14:03.8030000,186,00:00:00
H,New,26909,R.I,Green,5/26/2019 1:02:58 PM,00:14:04.7870000,186,00:00:00
H,New,26910,R.I,Green,5/26/2019 1:02:59 PM,00:14:05.7710000,186,00:00:00
H,New,26911,R.I,Green,5/26/2019 1:03:00 PM,00:14:06.7560000,186,00:00:00
H,New,26912,R.I,Green,5/26/2019 1:03:01 PM,00:14:07.7400000,186,00:00:00
H,New,26913,R.I,Green,5/26/2019 1:03:02 PM,00:14:08.7240000,186,00:00:00
H,New,26914,R.I,Green,5/26/2019 1:03:03 PM,00:14:09.7090000,186,00:00:00
H,New,26915,R.I,Green,5/26/2019 1:03:04 PM,00:14:10.6930000,186,00:00:00
H,New,26916,R.I,Green,5/26/2019 1:03:05 PM,00:14:11.6780000,186,00:00:00
H,New,26917,R.I,Green,5/26/2019 1:03:06 PM,00:14:12.6620000,186,00:00:00
H,New,26918,R.I,Green,5/26/2019 1:03:07 PM,00:14:13.6460000,186,00:00:00
H,New,26919,R.I,Green,5/26/2019 1:03:08 PM,00:14:14.6310000,186,00:00:00
H,New,26920,R.I,Green,5/26/2019 1:03:09 PM,00:14:15.6150000,186,00:00:00
H,New,26921,R.I,Green,5/26/2019 1:03:10 PM,00:14:16.5990000,186,00:00:00
H,New,26922,R.I,Green,5/26/2019 1:03:11 PM,00:14:17.5840000,185,00:00:00
H,New,26923,R.I,Green,5/26/2019 1:03:12 PM,00:14:18.5750000,185,00:00:00
H,New,26924,R.I,Green,5/26/2019 1:03:13 PM,00:14:19.5600000,185,00:00:00
H,New,26925,R.I,Green,5/26/2019 1:03:14 PM,00:14:20.5440000,185,00:00:00
H,New,26926,R.I,Green,5/26/2019 1:03:15 PM,00:14:21.5280000,185,00:00:00
H,New,26927,R.I,Green,5/26/2019 1:03:16 PM,00:14:22.5130000,185,00:00:00
H,New,26928,R.I,Green,5/26/2019 1:03:17 PM,00:14:23.4970000,185,00:00:00
H,New,26929,R.I,Green,5/26/2019 1:03:18 PM,00:14:24.4810000,185,00:00:00
H,New,26930,R.I,Green,5/26/2019 1:03:19 PM,00:14:25.7940000,185,00:00:00
H,New,26931,R.I,Green,5/26/2019 1:03:20 PM,00:14:26.7780000,185,00:00:00
H,New,26932,R.I,Green,5/26/2019 1:03:21 PM,00:14:27.7630000,185,00:00:00
H,New,26933,R.I,Green,5/26/2019 1:03:22 PM,00:14:28.7470000,185,00:00:00
H,New,26934,R.I,Green,5/26/2019 1:03:23 PM,00:14:29.7310000,185,00:00:00
H,New,26935,R.I,Green,5/26/2019 1:03:24 PM,00:14:30.7160000,185,00:00:00
H,New,26936,R.I,Green,5/26/2019 1:03:25 PM,00:14:31.7000000,185,00:00:00
H,New,26937,R.I,Green,5/26/2019 1:03:26 PM,00:14:32.6850000,185,00:00:00
H,New,26938,R.I,Green,5/26/2019 1:03:27 PM,00:14:33.6690000,185,00:00:00
H,New,26939,R.I,Green,5/26/2019 1:03:28 PM,00:14:34.6530000,185,00:00:00
H,New,26940,R.I,Green,5/26/2019 1:03:29 PM,00:14:35.6380000,185,00:00:00
H,New,26941,R.I,Green,5/26/2019 1:03:30 PM,00:14:36.6220000,185,00:00:00
H,New,26942,R.I,Green,5/26/2019 1:03:31 PM,00:14:37.6060000,185,00:00:00
H,New,26943,R.I,Green,5/26/2019 1:03:32 PM,00:14:38.5910000,185,00:00:00
H,New,26944,R.I,Green,5/26/2019 1:03:33 PM,00:14:39.5750000,185,00:00:00
H,New,26945,R.I,Green,5/26/2019 1:03:34 PM,00:14:40.5600000,185,00:00:00
H,New,26946,R.I,Green,5/26/2019 1:03:35 PM,00:14:41.5440000,185,00:00:00
H,New,26947,R.I,Green,5/26/2019 1:03:36 PM,00:14:42.5280000,185,00:00:00
H,New,26948,R.I,Green,5/26/2019 1:03:37 PM,00:14:43.5130000,185,00:00:00
H,New,26949,R.I,Green,5/26/2019 1:03:38 PM,00:14:44.4970000,185,00:00:00
H,New,26950,R.I,Green,5/26/2019 1:03:39 PM,00:14:45.4810000,185,00:00:00
H,New,26951,R.I,Green,5/26/2019 1:03:40 PM,00:14:46.7940000,185,00:00:00
H,New,26952,R.I,Green,5/26/2019 1:03:41 PM,00:14:47.7780000,185,00:00:00
H,New,26953,R.I,Green,5/26/2019 1:03:42 PM,00:14:48.7630000,185,00:00:00
H,New,26954,R.I,Green,5/26/2019 1:03:43 PM,00:14:49.7470000,185,00:00:00
H,New,26955,R.I,Green,5/26/2019 1:03:44 PM,00:14:50.7310000,185,00:00:00
H,New,26956,R.I,Green,5/26/2019 1:03:45 PM,00:14:51.7160000,185,00:00:00
H,New,26957,R.I,Green,5/26/2019 1:03:46 PM,00:14:52.7000000,185,00:00:00
H,New,26958,R.I,Green,5/26/2019 1:03:47 PM,00:14:53.6850000,185,00:00:00
H,New,26959,R.I,Green,5/26/2019 1:03:48 PM,00:14:54.6690000,185,00:00:00
H,New,26960,R.I,Green,5/26/2019 1:03:49 PM,00:14:55.6530000,185,00:00:00
H,New,26961,R.I,Green,5/26/2019 1:03:50 PM,00:14:56.6380000,185,00:00:00
H,New,26962,R.I,Green,5/26/2019 1:03:51 PM,00:14:57.6220000,185,00:00:00
H,New,26963,R.I,Green,5/26/2019 1:03:52 PM,00:14:58.6060000,184,00:00:00
H,New,26964,R.I,Green,5/26/2019 1:03:53 PM,00:14:59.5910000,184,00:00:00
H,New,26965,R.I,Green,5/26/2019 1:03:54 PM,00:15:00.5750000,184,00:00:00
H,New,26966,R.I,Green,5/26/2019 1:03:55 PM,00:15:01.5600000,184,00:00:00
H,New,26967,R.I,Green,5/26/2019 1:03:56 PM,00:15:02.5440000,184,00:00:00
H,New,26968,R.I,Green,5/26/2019 1:03:57 PM,00:15:03.5280000,184,00:00:00
H,New,26969,R.I,Green,5/26/2019 1:03:58 PM,00:15:04.5130000,184,00:00:00
H,New,26970,R.I,Green,5/26/2019 1:03:59 PM,00:15:05.4970000,184,00:00:00
H,New,26971,R.I,Green,5/26/2019 1:04:00 PM,00:15:06.4810000,184,00:00:00
H,New,26972,R.I,Green,5/26/2019 1:04:01 PM,00:15:07.7940000,184,00:00:00
H,New,26973,R.I,Green,5/26/2019 1:04:02 PM,00:15:08.7780000,184,00:00:00
H,New,26974,R.I,Green,5/26/2019 1:04:03 PM,00:15:09.7630000,184,00:00:00
H,New,26975,R.I,Green,5/26/2019 1:04:04 PM,00:15:10.7470000,184,00:00:00
H,New,26976,R.I,Green,5/26/2019 1:04:05 PM,00:15:11.7310000,184,00:00:00
H,New,26977,R.I,Green,5/26/2019 1:04:06 PM,00:15:12.7160000,184,00:00:00
H,New,26978,R.I,Green,5/26/2019 1:04:07 PM,00:15:13.7000000,184,00:00:00
H,New,26979,R.I,Green,5/26/2019 1:04:08 PM,00:15:14.6850000,184,00:00:00
H,New,26980,R.I,Green,5/26/2019 1:04:09 PM,00:15:15.6690000,184,00:00:00
H,New,26981,R.I,Green,5/26/2019 1:04:10 PM,00:15:16.6530000,184,00:00:00
H,New,26982,R.I,Green,5/26/2019 1:04:11 PM,00:15:17.6380000,184,00:00:00
H,New,26983,R.I,Green,5/26/2019 1:04:12 PM,00:15:18.6220000,184,00:00:00
H,New,26984,R.I,Green,5/26/2019 1:04:13 PM,00:15:19.6060000,184,00:00:00
H,New,26985,R.I,Green,5/26/2019 1:04:14 PM,00:15:20.6060000,184,00:00:00
H,New,26986,R.I,Green,5/26/2019 1:04:15 PM,00:15:21.5750000,184,00:00:00
H,New,26987,R.I,Green,5/26/2019 1:04:16 PM,00:15:22.5600000,184,00:00:00
H,New,26988,R.I,Green,5/26/2019 1:04:17 PM,00:15:23.5440000,184,00:00:00
H,New,26989,R.I,Green,5/26/2019 1:04:18 PM,00:15:24.5285000,184,00:00:00
H,New,26990,R.I,Green,5/26/2019 1:04:19 PM,00:15:25.5135000,184,00:00:00
H,New,26991,R.I,Green,5/26/2019 1:04:20 PM,00:15:26.4975000,184,00:00:00
H,New,26992,R.I,Green,5/26/2019 1:04:21 PM,00:15:27.4815000,184,00:00:00
H,New,26993,R.I,Green,5/26/2019 1:04:22 PM,00:15:28.7945000,184,00:00:00
H,New,26994,R.I,Green,5/26/2019 1:04:23 PM,00:15:29.7785000,184,00:00:00
H,New,26995,R.I,Green,5/26/2019 1:04:24 PM,00:15:30.7635000,184,00:00:00
H,New,26996,R.I,Green,5/26/2019 1:04:25 PM,00:15:31.7475000,184,00:00:00
H,New,26997,R.I,Green,5/26/2019 1:04:26 PM,00:15:32.7315000,184,00:00:00
H,New,26998,R.I,Green,5/26/2019 1:04:27 PM,00:15:33.7165000,184,00:00:00
H,New,26999,R.I,Green,5/26/2019 1:04:28 PM,00:15:34.7005000,184,00:00:00
H,New,27000,R.I,Green,5/26/2019 1:04:29 PM,00:15:35.6855000,184,00:00:00
H,New,27001,R.I,Green,5/26/2019 1:04:30 PM,00:15:36.6695000,184,00:00:00
H,New,27002,R.I,Green,5/26/2019 1:04:31 PM,00:15:37.6535000,184,00:00:00
H,New,27003,R.I,Green,5/26/2019 1:04:32 PM,00:15:38.6385000,184,00:00:00
H,New,27004,R.I,Green,5/26/2019 1:04:33 PM,00:15:39.6225000,183,00:00:00
H,New,27005,R.I,Green,5/26/2019 1:04:34 PM,00:15:40.6065000,183,00:00:00
H,New,27006,R.I,Green,5/26/2019 1:04:35 PM,00:15:41.5915000,183,00:00:00
H,New,27007,R.I,Green,5/26/2019 1:04:36 PM,00:15:42.5755000,183,00:00:00
H,New,27008,R.I,Green,5/26/2019 1:04:37 PM,00:15:43.5605000,183,00:00:00
H,New,27009,R.I,Green,5/26/2019 1:04:38 PM,00:15:44.5445000,183,00:00:00
H,New,27010,R.I,Green,5/26/2019 1:04:39 PM,00:15:45.5285000,183,00:00:00
H,New,27011,R.I,Green,5/26/2019 1:04:40 PM,00:15:46.5135000,183,00:00:00
H,New,27012,R.I,Green,5/26/2019 1:04:41 PM,00:15:47.4975000,183,00:00:00
H,New,27013,R.I,Green,5/26/2019 1:04:42 PM,00:15:48.4815000,183,00:00:00
H,New,27014,R.I,Green,5/26/2019 1:04:43 PM,00:15:49.7945000,183,00:00:00
H,New,27015,R.I,Green,5/26/2019 1:04:44 PM,00:15:50.7785000,183,00:00:00
H,New,27016,R.I,Green,5/26/2019 1:04:45 PM,00:15:51.7635000,183,00:00:00
H,New,27017,R.I,Green,5/26/2019 1:04:46 PM,00:15:52.7475000,183,00:00:00
H,New,27018,R.I,Green,5/26/2019 1:04:47 PM,00:15:53.7315000,183,00:00:00
H,New,27019,R.I,Green,5/26/2019 1:04:48 PM,00:15:54.7165000,183,00:00:00
H,New,27020,R.I,Green,5/26/2019 1:04:49 PM,00:15:55.7005000,183,00:00:00
H,New,27021,R.I,Green,5/26/2019 1:04:50 PM,00:15:56.6855000,183,00:00:00
H,New,27022,R.I,Green,5/26/2019 1:04:51 PM,00:15:57.6695000,183,00:00:00
H,New,27023,R.I,Green,5/26/2019 1:04:52 PM,00:15:58.6535000,183,00:00:00
H,New,27024,R.I,Green,5/26/2019 1:04:53 PM,00:15:59.6385000,183,00:00:00
H,New,27025,R.I,Green,5/26/2019 1:04:54 PM,00:16:00.6225000,183,00:00:00
H,New,27026,R.I,Green,5/26/2019 1:04:55 PM,00:16:01.6065000,183,00:00:00
H,New,27027,R.I,Green,5/26/2019 1:04:56 PM,00:16:02.5915000,183,00:00:00
H,New,27028,R.I,Green,5/26/2019 1:04:57 PM,00:16:03.5755000,183,00:00:00
H,New,27029,R.I,Green,5/26/2019 1:04:58 PM,00:16:04.5605000,183,00:00:00
H,New,27030,R.I,Green,5/26/2019 1:04:59 PM,00:16:05.5445000,183,00:00:00
H,New,27031,R.I,Green,5/26/2019 1:05:00 PM,00:16:06.5285000,183,00:00:00
H,New,27032,R.I,Green,5/26/2019 1:05:01 PM,00:16:07.5135000,183,00:00:00
H,New,27033,R.I,Green,5/26/2019 1:05:02 PM,00:16:08.4975000,183,00:00:00
H,New,27034,R.I,Green,5/26/2019 1:05:03 PM,00:16:09.4815000,183,00:00:00
H,New,27035,R.I,Green,5/26/2019 1:05:04 PM,00:16:10.7945000,183,00:00:00
H,New,27036,R.I,Green,5/26/2019 1:05:05 PM,00:16:11.7785000,183,00:00:00
