Command,Type,SeqNum,Preamble,TrackStatus,TimeDate,ElapsedTime,LapsToGo,TimeToGo
H,New,24992,R.I,Unflagged,5/26/2019 12:31:01 PM,00:00:00,200,00:00:00
H,New,24993,R.I,Unflagged,5/26/2019 12:31:02 PM,00:00:00,200,00:00:00
H,New,24994,R.I,Unflagged,5/26/2019 12:31:03 PM,00:00:00,200,00:00:00
H,New,24995,R.I,Unflagged,5/26/2019 12:31:04 PM,00:00:00,200,00:00:00
H,New,24996,R.I,Unflagged,5/26/2019 12:31:05 PM,00:00:00,200,00:00:00
H,New,24997,R.I,Unflagged,5/26/2019 12:31:06 PM,00:00:00,200,00:00:00
H,New,24998,R.I,Unflagged,5/26/2019 12:31:07 PM,00:00:00,200,00:00:00
H,New,24999,R.I,Unflagged,5/26/2019 12:31:08 PM,00:00:00,200,00:00:00
H,New,25000,R.I,Unflagged,5/26/2019 12:31:09 PM,00:00:00,200,00:00:00
H,New,25001,R.I,Unflagged,5/26/2019 12:31:10 PM,00:00:00,200,00:00:00
H,New,25002,R.I,Unflagged,5/26/2019 12:31:11 PM,00:00:00,200,00:00:00
H,New,25003,R.I,Unflagged,5/26/2019 12:31:12 PM,00:00:00,200,00:00:00
H,New,25004,R.I,Unflagged,5/26/2019 12:31:13 PM,00:00:00,200,00:00:00
H,New,25005,R.I,Unflagged,5/26/2019 12:31:14 PM,00:00:00,200,00:00:00
H,New,25006,R.I,Unflagged,5/26/2019 12:31:15 PM,00:00:00,200,00:00:00
H,New,25007,R.I,Unflagged,5/26/2019 12:31:16 PM,00:00:00,200,00:00:00
H,New,25008,R.I,Unflagged,5/26/2019 12:31:17 PM,00:00:00,200,00:00:00
H,New,25009,R.I,Unflagged,5/26/2019 12:31:18 PM,00:00:00,200,00:00:00
H,New,25010,R.I,Unflagged,5/26/2019 12:31:19 PM,00:00:00,200,00:00:00
H,New,25011,R.I,Unflagged,5/26/2019 12:31:20 PM,00:00:00,200,00:00:00
H,New,25012,R.I,Unflagged,5/26/2019 12:31:21 PM,00:00:00,200,00:00:00
H,New,25013,R.I,Unflagged,5/26/2019 12:31:22 PM,00:00:00,200,00:00:00
H,New,25014,R.I,Unflagged,5/26/2019 12:31:23 PM,00:00:00,200,00:00:00
H,New,25015,R.I,Unflagged,5/26/2019 12:31:24 PM,00:00:00,200,00:00:00
H,New,25016,R.I,Unflagged,5/26/2019 12:31:25 PM,00:00:00,200,00:00:00
H,New,25017,R.I,Unflagged,5/26/2019 12:31:26 PM,00:00:00,200,00:00:00
H,New,25018,R.I,Unflagged,5/26/2019 12:31:27 PM,00:00:00,200,00:00:00
H,New,25019,R.I,Unflagged,5/26/2019 12:31:28 PM,00:00:00,200,00:00:00
H,New,25020,R.I,Unflagged,5/26/2019 12:31:29 PM,00:00:00,200,00:00:00
H,New,25021,R.I,Unflagged,5/26/2019 12:31:30 PM,00:00:00,200,00:00:00
H,New,25022,R.I,Unflagged,5/26/2019 12:31:31 PM,00:00:00,200,00:00:00
H,New,25023,R.I,Unflagged,5/26/2019 12:31:32 PM,00:00:00,200,00:00:00
H,New,25024,R.I,Unflagged,5/26/2019 12:31:33 PM,00:00:00,200,00:00:00
H,New,25025,R.I,Unflagged,5/26/2019 12:31:34 PM,00:00:00,200,00:00:00
H,New,25026,R.I,Unflagged,5/26/2019 12:31:35 PM,00:00:00,200,00:00:00
H,New,25027,R.I,Unflagged,5/26/2019 12:31:36 PM,00:00:00,200,00:00:00
H,New,25028,R.I,Unflagged,5/26/2019 12:31:37 PM,00:00:00,200,00:00:00
H,New,25029,R.I,Unflagged,5/26/2019 12:31:38 PM,00:00:00,200,00:00:00
H,New,25030,R.I,Unflagged,5/26/2019 12:31:39 PM,00:00:00,200,00:00:00
H,New,25031,R.I,Unflagged,5/26/2019 12:31:40 PM,00:00:00,200,00:00:00
H,New,25032,R.I,Unflagged,5/26/2019 12:31:41 PM,00:00:00,200,00:00:00
H,New,25033,R.I,Unflagged,5/26/2019 12:31:42 PM,00:00:00,200,00:00:00
H,New,25034,R.I,Unflagged,5/26/2019 12:31:43 PM,00:00:00,200,00:00:00
H,New,25035,R.I,Unflagged,5/26/2019 12:31:44 PM,00:00:00,200,00:00:00
H,New,25036,R.I,Unflagged,5/26/2019 12:31:45 PM,00:00:00,200,00:00:00
H,New,25037,R.I,Unflagged,5/26/2019 12:31:46 PM,00:00:00,200,00:00:00
H,New,25038,R.I,Unflagged,5/26/2019 12:31:47 PM,00:00:00,200,00:00:00
H,New,25039,R.I,Unflagged,5/26/2019 12:31:48 PM,00:00:00,200,00:00:00
H,New,25040,R.I,Unflagged,5/26/2019 12:31:49 PM,00:00:00,200,00:00:00
H,New,25041,R.I,Unflagged,5/26/2019 12:31:50 PM,00:00:00,200,00:00:00
H,New,25042,R.I,Unflagged,5/26/2019 12:31:51 PM,00:00:00,200,00:00:00
H,New,25043,R.I,Unflagged,5/26/2019 12:31:52 PM,00:00:00,200,00:00:00
H,New,25044,R.I,Unflagged,5/26/2019 12:31:53 PM,00:00:00,200,00:00:00
H,New,25045,R.I,Unflagged,5/26/2019 12:31:54 PM,00:00:00,200,00:00:00
H,New,25046,R.I,Unflagged,5/26/2019 12:31:55 PM,00:00:00,200,00:00:00
H,New,25047,R.I,Unflagged,5/26/2019 12:31:56 PM,00:00:00,200,00:00:00
H,New,25048,R.I,Unflagged,5/26/2019 12:31:57 PM,00:00:00,200,00:00:00
H,New,25049,R.I,Unflagged,5/26/2019 12:31:58 PM,00:00:00,200,00:00:00
H,New,25050,R.I,Unflagged,5/26/2019 12:31:59 PM,00:00:00,200,00:00:00
H,New,25051,R.I,Unflagged,5/26/2019 12:32:00 PM,00:00:00,200,00:00:00
H,New,25052,R.I,Unflagged,5/26/2019 12:32:01 PM,00:00:00,200,00:00:00
H,New,25053,R.I,Unflagged,5/26/2019 12:32:02 PM,00:00:00,200,00:00:00
H,New,25054,R.I,Unflagged,5/26/2019 12:32:03 PM,00:00:00,200,00:00:00
H,New,25055,R.I,Unflagged,5/26/2019 12:32:04 PM,00:00:00,200,00:00:00
H,New,25056,R.I,Unflagged,5/26/2019 12:32:05 PM,00:00:00,200,00:00:00
H,New,25057,R.I,Unflagged,5/26/2019 12:32:06 PM,00:00:00,200,00:00:00
H,New,25058,R.I,Unflagged,5/26/2019 12:32:07 PM,00:00:00,200,00:00:00
H,New,25059,R.I,Unflagged,5/26/2019 12:32:08 PM,00:00:00,200,00:00:00
H,New,25060,R.I,Unflagged,5/26/2019 12:32:09 PM,00:00:00,200,00:00:00
H,New,25061,R.I,Unflagged,5/26/2019 12:32:10 PM,00:00:00,200,00:00:00
H,New,25062,R.I,Unflagged,5/26/2019 12:32:11 PM,00:00:00,200,00:00:00
H,New,25063,R.I,Unflagged,5/26/2019 12:32:12 PM,00:00:00,200,00:00:00
H,New,25064,R.I,Unflagged,5/26/2019 12:32:13 PM,00:00:00,200,00:00:00
H,New,25065,R.I,Unflagged,5/26/2019 12:32:14 PM,00:00:00,200,00:00:00
H,New,25066,R.I,Unflagged,5/26/2019 12:32:15 PM,00:00:00,200,00:00:00
H,New,25067,R.I,Unflagged,5/26/2019 12:32:16 PM,00:00:00,200,00:00:00
H,New,25068,R.I,Unflagged,5/26/2019 12:32:17 PM,00:00:00,200,00:00:00
H,New,25069,R.I,Unflagged,5/26/2019 12:32:18 PM,00:00:00,200,00:00:00
H,New,25070,R.I,Unflagged,5/26/2019 12:32:19 PM,00:00:00,200,00:00:00
H,New,25071,R.I,Unflagged,5/26/2019 12:32:20 PM,00:00:00,200,00:00:00
H,New,25072,R.I,Unflagged,5/26/2019 12:32:21 PM,00:00:00,200,00:00:00
H,New,25073,R.I,Unflagged,5/26/2019 12:32:22 PM,00:00:00,200,00:00:00
H,New,25074,R.I,Unflagged,5/26/2019 12:32:23 PM,00:00:00,200,00:00:00
H,New,25075,R.I,Unflagged,5/26/2019 12:32:24 PM,00:00:00,200,00:00:00
H,New,25076,R.I,Unflagged,5/26/2019 12:32:25 PM,00:00:00,200,00:00:00
H,New,25077,R.I,Unflagged,5/26/2019 12:32:26 PM,00:00:00,200,00:00:00
H,New,25078,R.I,Unflagged,5/26/2019 12:32:27 PM,00:00:00,200,00:00:00
H,New,25079,R.I,Unflagged,5/26/2019 12:32:28 PM,00:00:00,200,00:00:00
H,New,25080,R.I,Unflagged,5/26/2019 12:32:29 PM,00:00:00,200,00:00:00
H,New,25081,R.I,Unflagged,5/26/2019 12:32:30 PM,00:00:00,200,00:00:00
H,New,25082,R.I,Unflagged,5/26/2019 12:32:31 PM,00:00:00,200,00:00:00
H,New,25083,R.I,Unflagged,5/26/2019 12:32:32 PM,00:00:00,200,00:00:00
H,New,25084,R.I,Unflagged,5/26/2019 12:32:33 PM,00:00:00,200,00:00:00
H,New,25085,R.I,Unflagged,5/26/2019 12:32:34 PM,00:00:00,200,00:00:00
H,New,25086,R.I,Unflagged,5/26/2019 12:32:35 PM,00:00:00,200,00:00:00
H,New,25087,R.I,Unflagged,5/26/2019 12:32:36 PM,00:00:00,200,00:00:00
H,New,25088,R.I,Unflagged,5/26/2019 12:32:37 PM,00:00:00,200,00:00:00
H,New,25089,R.I,Unflagged,5/26/2019 12:32:38 PM,00:00:00,200,00:00:00
H,New,25090,R.I,Unflagged,5/26/2019 12:32:39 PM,00:00:00,200,00:00:00
H,New,25091,R.I,Unflagged,5/26/2019 12:32:40 PM,00:00:00,200,00:00:00
H,New,25092,R.I,Unflagged,5/26/2019 12:32:41 PM,00:00:00,200,00:00:00
H,New,25093,R.I,Unflagged,5/26/2019 12:32:42 PM,00:00:00,200,00:00:00
H,New,25094,R.I,Unflagged,5/26/2019 12:32:43 PM,00:00:00,200,00:00:00
H,New,25095,R.I,Unflagged,5/26/2019 12:32:44 PM,00:00:00,200,00:00:00
H,New,25096,R.I,Unflagged,5/26/2019 12:32:45 PM,00:00:00,200,00:00:00
H,New,25097,R.I,Unflagged,5/26/2019 12:32:46 PM,00:00:00,200,00:00:00
H,New,25098,R.I,Unflagged,5/26/2019 12:32:47 PM,00:00:00,200,00:00:00
H,New,25099,R.I,Unflagged,5/26/2019 12:32:48 PM,00:00:00,200,00:00:00
H,New,25100,R.I,Unflagged,5/26/2019 12:32:49 PM,00:00:00,200,00:00:00
H,New,25101,R.I,Unflagged,5/26/2019 12:32:50 PM,00:00:00,200,00:00:00
H,New,25102,R.I,Unflagged,5/26/2019 12:32:51 PM,00:00:00,200,00:00:00
H,New,25103,R.I,Unflagged,5/26/2019 12:32:52 PM,00:00:00,200,00:00:00
H,New,25104,R.I,Unflagged,5/26/2019 12:32:53 PM,00:00:00,200,00:00:00
H,New,25105,R.I,Unflagged,5/26/2019 12:32:54 PM,00:00:00,200,00:00:00
H,New,25106,R.I,Unflagged,5/26/2019 12:32:55 PM,00:00:00,200,00:00:00
H,New,25107,R.I,Unflagged,5/26/2019 12:32:56 PM,00:00:00,200,00:00:00
H,New,25108,R.I,Unflagged,5/26/2019 12:32:57 PM,00:00:00,200,00:00:00
H,New,25109,R.I,Unflagged,5/26/2019 12:32:58 PM,00:00:00,200,00:00:00
H,New,25110,R.I,Unflagged,5/26/2019 12:32:59 PM,00:00:00,200,00:00:00
H,New,25111,R.I,Unflagged,5/26/2019 12:33:00 PM,00:00:00,200,00:00:00
H,New,25112,R.I,Unflagged,5/26/2019 12:33:01 PM,00:00:00,200,00:00:00
H,New,25113,R.I,Unflagged,5/26/2019 12:33:02 PM,00:00:00,200,00:00:00
H,New,25114,R.I,Unflagged,5/26/2019 12:33:03 PM,00:00:00,200,00:00:00
H,New,25115,R.I,Unflagged,5/26/2019 12:33:04 PM,00:00:00,200,00:00:00
H,New,25116,R.I,Unflagged,5/26/2019 12:33:05 PM,00:00:00,200,00:00:00
H,New,25117,R.I,Unflagged,5/26/2019 12:33:06 PM,00:00:00,200,00:00:00
H,New,25118,R.I,Unflagged,5/26/2019 12:33:07 PM,00:00:00,200,00:00:00
H,New,25119,R.I,Unflagged,5/26/2019 12:33:08 PM,00:00:00,200,00:00:00
H,New,25120,R.I,Unflagged,5/26/2019 12:33:09 PM,00:00:00,200,00:00:00
H,New,25121,R.I,Unflagged,5/26/2019 12:33:10 PM,00:00:00,200,00:00:00
H,New,25122,R.I,Unflagged,5/26/2019 12:33:11 PM,00:00:00,200,00:00:00
H,New,25123,R.I,Unflagged,5/26/2019 12:33:12 PM,00:00:00,200,00:00:00
H,New,25124,R.I,Unflagged,5/26/2019 12:33:13 PM,00:00:00,200,00:00:00
H,New,25125,R.I,Unflagged,5/26/2019 12:33:14 PM,00:00:00,200,00:00:00
H,New,25126,R.I,Unflagged,5/26/2019 12:33:15 PM,00:00:00,200,00:00:00
H,New,25127,R.I,Unflagged,5/26/2019 12:33:16 PM,00:00:00,200,00:00:00
H,New,25128,R.I,Unflagged,5/26/2019 12:33:17 PM,00:00:00,200,00:00:00
H,New,25129,R.I,Unflagged,5/26/2019 12:33:18 PM,00:00:00,200,00:00:00
H,New,25130,R.I,Unflagged,5/26/2019 12:33:19 PM,00:00:00,200,00:00:00
H,New,25131,R.I,Unflagged,5/26/2019 12:33:20 PM,00:00:00,200,00:00:00
H,New,25132,R.I,Unflagged,5/26/2019 12:33:21 PM,00:00:00,200,00:00:00
H,New,25133,R.I,Unflagged,5/26/2019 12:33:22 PM,00:00:00,200,00:00:00
H,New,25134,R.I,Unflagged,5/26/2019 12:33:23 PM,00:00:00,200,00:00:00
H,New,25135,R.I,Unflagged,5/26/2019 12:33:24 PM,00:00:00,200,00:00:00
H,New,25136,R.I,Unflagged,5/26/2019 12:33:25 PM,00:00:00,200,00:00:00
H,New,25137,R.I,Unflagged,5/26/2019 12:33:26 PM,00:00:00,200,00:00:00
H,New,25138,R.I,Unflagged,5/26/2019 12:33:27 PM,00:00:00,200,00:00:00
H,New,25139,R.I,Unflagged,5/26/2019 12:33:28 PM,00:00:00,200,00:00:00
H,New,25140,R.I,Unflagged,5/26/2019 12:33:29 PM,00:00:00,200,00:00:00
H,New,25141,R.I,Unflagged,5/26/2019 12:33:30 PM,00:00:00,200,00:00:00
H,New,25142,R.I,Unflagged,5/26/2019 12:33:31 PM,00:00:00,200,00:00:00
H,New,25143,R.I,Unflagged,5/26/2019 12:33:32 PM,00:00:00,200,00:00:00
H,New,25144,R.I,Unflagged,5/26/2019 12:33:33 PM,00:00:00,200,00:00:00
H,New,25145,R.I,Unflagged,5/26/2019 12:33:34 PM,00:00:00,200,00:00:00
H,New,25146,R.I,Unflagged,5/26/2019 12:33:35 PM,00:00:00,200,00:00:00
H,New,25147,R.I,Unflagged,5/26/2019 12:33:36 PM,00:00:00,200,00:00:00
H,New,25148,R.I,Unflagged,5/26/2019 12:33:37 PM,00:00:00,200,00:00:00
H,New,25149,R.I,Unflagged,5/26/2019 12:33:38 PM,00:00:00,200,00:00:00
H,New,25150,R.I,Unflagged,5/26/2019 12:33:39 PM,00:00:00,200,00:00:00
H,New,25151,R.I,Unflagged,5/26/2019 12:33:40 PM,00:00:00,200,00:00:00
H,New,25152,R.I,Unflagged,5/26/2019 12:33:41 PM,00:00:00,200,00:00:00
H,New,25153,R.I,Unflagged,5/26/2019 12:33:42 PM,00:00:00,200,00:00:00
H,New,25154,R.I,Unflagged,5/26/2019 12:33:43 PM,00:00:00,200,00:00:00
H,New,25155,R.I,Unflagged,5/26/2019 12:33:44 PM,00:00:00,200,00:00:00
H,New,25156,R.I,Unflagged,5/26/2019 12:33:45 PM,00:00:00,200,00:00:00
H,New,25157,R.I,Unflagged,5/26/2019 12:33:46 PM,00:00:00,200,00:00:00
H,New,25158,R.I,Unflagged,5/26/2019 12:33:47 PM,00:00:00,200,00:00:00
H,New,25159,R.I,Unflagged,5/26/2019 12:33:48 PM,00:00:00,200,00:00:00
H,New,25160,R.I,Unflagged,5/26/2019 12:33:49 PM,00:00:00,200,00:00:00
H,New,25161,R.I,Unflagged,5/26/2019 12:33:50 PM,00:00:00,200,00:00:00
H,New,25162,R.I,Unflagged,5/26/2019 12:33:51 PM,00:00:00,200,00:00:00
H,New,25163,R.I,Unflagged,5/26/2019 12:33:52 PM,00:00:00,200,00:00:00
H,New,25164,R.I,Unflagged,5/26/2019 12:33:53 PM,00:00:00,200,00:00:00
H,New,25165,R.I,Unflagged,5/26/2019 12:33:54 PM,00:00:00,200,00:00:00
H,New,25166,R.I,Unflagged,5/26/2019 12:33:55 PM,00:00:00,200,00:00:00
H,New,25167,R.I,Unflagged,5/26/2019 12:33:56 PM,00:00:00,200,00:00:00
H,New,25168,R.I,Unflagged,5/26/2019 12:33:57 PM,00:00:00,200,00:00:00
H,New,25169,R.I,Unflagged,5/26/2019 12:33:58 PM,00:00:00,200,00:00:00
H,New,25170,R.I,Unflagged,5/26/2019 12:33:59 PM,00:00:00,200,00:00:00
H,New,25171,R.I,Unflagged,5/26/2019 12:34:00 PM,00:00:00,200,00:00:00
H,New,25172,R.I,Unflagged,5/26/2019 12:34:01 PM,00:00:00,200,00:00:00
H,New,25173,R.I,Unflagged,5/26/2019 12:34:02 PM,00:00:00,200,00:00:00
H,New,25174,R.I,Unflagged,5/26/2019 12:34:03 PM,00:00:00,200,00:00:00
H,New,25175,R.I,Unflagged,5/26/2019 12:34:04 PM,00:00:00,200,00:00:00
H,New,25176,R.I,Unflagged,5/26/2019 12:34:05 PM,00:00:00,200,00:00:00
H,New,25177,R.I,Unflagged,5/26/2019 12:34:06 PM,00:00:00,200,00:00:00
H,New,25178,R.I,Unflagged,5/26/2019 12:34:07 PM,00:00:00,200,00:00:00
H,New,25179,R.I,Unflagged,5/26/2019 12:34:08 PM,00:00:00,200,00:00:00
H,New,25180,R.I,Unflagged,5/26/2019 12:34:09 PM,00:00:00,200,00:00:00
H,New,25181,R.I,Unflagged,5/26/2019 12:34:10 PM,00:00:00,200,00:00:00
H,New,25182,R.I,Unflagged,5/26/2019 12:34:11 PM,00:00:00,200,00:00:00
H,New,25183,R.I,Unflagged,5/26/2019 12:34:12 PM,00:00:00,200,00:00:00
H,New,25184,R.I,Unflagged,5/26/2019 12:34:13 PM,00:00:00,200,00:00:00
H,New,25185,R.I,Unflagged,5/26/2019 12:34:14 PM,00:00:00,200,00:00:00
H,New,25186,R.I,Unflagged,5/26/2019 12:34:15 PM,00:00:00,200,00:00:00
H,New,25187,R.I,Unflagged,5/26/2019 12:34:16 PM,00:00:00,200,00:00:00
H,New,25188,R.I,Unflagged,5/26/2019 12:34:17 PM,00:00:00,200,00:00:00
H,New,25189,R.I,Unflagged,5/26/2019 12:34:18 PM,00:00:00,200,00:00:00
H,New,25190,R.I,Unflagged,5/26/2019 12:34:19 PM,00:00:00,200,00:00:00
H,New,25191,R.I,Unflagged,5/26/2019 12:34:20 PM,00:00:00,200,00:00:00
H,New,25192,R.I,Unflagged,5/26/2019 12:34:21 PM,00:00:00,200,00:00:00
H,New,25193,R.I,Unflagged,5/26/2019 12:34:22 PM,00:00:00,200,00:00:00
H,New,25194,R.I,Unflagged,5/26/2019 12:34:23 PM,00:00:00,200,00:00:00
H,New,25195,R.I,Unflagged,5/26/2019 12:34:24 PM,00:00:00,200,00:00:00
H,New,25196,R.I,Unflagged,5/26/2019 12:34:25 PM,00:00:00,200,00:00:00
H,New,25197,R.I,Unflagged,5/26/2019 12:34:26 PM,00:00:00,200,00:00:00
H,New,25198,R.I,Unflagged,5/26/2019 12:34:27 PM,00:00:00,200,00:00:00
H,New,25199,R.I,Unflagged,5/26/2019 12:34:28 PM,00:00:00,200,00:00:00
H,New,25200,R.I,Unflagged,5/26/2019 12:34:29 PM,00:00:00,200,00:00:00
H,New,25201,R.I,Unflagged,5/26/2019 12:34:30 PM,00:00:00,200,00:00:00
H,New,25202,R.I,Unflagged,5/26/2019 12:34:31 PM,00:00:00,200,00:00:00
H,New,25203,R.I,Unflagged,5/26/2019 12:34:32 PM,00:00:00,200,00:00:00
H,New,25204,R.I,Unflagged,5/26/2019 12:34:33 PM,00:00:00,200,00:00:00
H,New,25205,R.I,Unflagged,5/26/2019 12:34:34 PM,00:00:00,200,00:00:00
H,New,25206,R.I,Unflagged,5/26/2019 12:34:35 PM,00:00:00,200,00:00:00
H,New,25207,R.I,Unflagged,5/26/2019 12:34:36 PM,00:00:00,200,00:00:00
H,New,25208,R.I,Unflagged,5/26/2019 12:34:37 PM,00:00:00,200,00:00:00
H,New,25209,R.I,Unflagged,5/26/2019 12:34:38 PM,00:00:00,200,00:00:00
H,New,25210,R.I,Unflagged,5/26/2019 12:34:39 PM,00:00:00,200,00:00:00
H,New,25211,R.I,Unflagged,5/26/2019 12:34:40 PM,00:00:00,200,00:00:00
H,New,25212,R.I,Unflagged,5/26/2019 12:34:41 PM,00:00:00,200,00:00:00
H,New,25213,R.I,Unflagged,5/26/2019 12:34:42 PM,00:00:00,200,00:00:00
H,New,25214,R.I,Unflagged,5/26/2019 12:34:43 PM,00:00:00,200,00:00:00
H,New,25215,R.I,Unflagged,5/26/2019 12:34:44 PM,00:00:00,200,00:00:00
H,New,25216,R.I,Unflagged,5/26/2019 12:34:45 PM,00:00:00,200,00:00:00
H,New,25217,R.I,Unflagged,5/26/2019 12:34:46 PM,00:00:00,200,00:00:00
H,New,25218,R.I,Unflagged,5/26/2019 12:34:47 PM,00:00:00,200,00:00:00
H,New,25219,R.I,Unflagged,5/26/2019 12:34:48 PM,00:00:00,200,00:00:00
